ProductUrl,ProductName,Price,Rating,NoOfReviews,Description,ASIN,Product Description,Manufacturer
https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyNTEzNzYzMzcxNDM5MjI1OjE2Njg4ODU1MzI6c3BfYnRmOjIwMDkwNjQ0OTY5NjA2OjowOjo&url=%2FCosmus-Sliden-Laptop-Backpack-Compartments%2Fdp%2FB09FLV3ZXK%2Fref%3Dsr_1_181_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1668885532%26qu%3DeyJxc2MiOiI4LjA0IiwicXNhIjoiOC4wNiIsInFzcCI6IjYuNzgifQ%253D%253D%26sprefix%3Dba%252Caps%252C283%26sr%3D8-181-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,Cosmus Sliden 38L Laptop Backpack With 2 Compartments,"1,563",3.9 out of 5 stars,100," Care Instructions: Hand Wash Only   2 Large Compartments + 2 Easy access vertical front Pocket with organizer section & 2 mesh side pocket   Outer Fabric: Durable PU coated Polyester Fabric. Inner Fabric: Strong PU coated polyester fabric   Well cushioned Laptop compartment for upto 15.6 inch Laptop, and spacious enough to carry for two days cloths   Weight: 800gm; Dimensions: 13.00x18.75x9.50 inches (WxHxD); Warranty: 1 year Warranty against manufacturing defects.; Pattern Name: Solid   Water Resistance Level: Water Resistant; Strap Type: Adjustable Handle; Compartment Description: Up To 15 Inches; Lining Description: Polyurethane; Pocket Description: Zipper Pocket; Age Range Description: Adult  ",n/a," Stylish and Durable Spacious Laptop Backpack Cosmus Sliden 15.6 inch laptop backpack is made of High grade water resistance PU coated polyester material that gives it strength and makes it durable for long-term use.   It features 2 large well padded zippered compartments and One large easy access front pocket. Well padded laptop section fits upto 15.6 inch laptop, middle compartment is big enough to hold your office or weekend trip cloths or daily use belongings, front compartment with organizer section is to keep all official documents and small electronic gadgets, you can use it to store the charger, mouse, pen drive, notepad, pen and other essentials it also has one front zippered pockets for easy access items,. Cosmus Sliden backpack features two mesh side pockets, where you can keep your water bottle or any other item for an quick access.   Waterproof large Laptop Backpack Bag. Cosmus Sliden laptop backpack is perfect laptop bag for you, its cushioned laptop pocket keep your laptop securely tight and protected while you are on the move. This laptop bag pack suits your style & is very comfortable to carry, its ergonomics and makes you forget the load you are carrying, well-padded shoulder straps ease the carrying  Colour: Blue  Outer Fabric: Durable PU coated Linen Polyester Fabric.  Compartments & Pockets: 2 main compartment, 2 front Pocket, Two side mesh pockets.  Compatible laptop Size: Upto 15.6 inches.  Weight: 800gm; Dimensions: 13.00x18.75x9.50 inches (WxHxD).   ", COSMUS 
https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyNTEzNzYzMzcxNDM5MjI1OjE2Njg4ODU1MzI6c3BfYnRmOjIwMDQzMzIxMTM2NjA2OjowOjo&url=%2FCOSMUS-Multipurpose-Backpack-Bag-compartment%2Fdp%2FB078JVT384%2Fref%3Dsr_1_182_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1668885532%26qu%3DeyJxc2MiOiI4LjA0IiwicXNhIjoiOC4wNiIsInFzcCI6IjYuNzgifQ%253D%253D%26sprefix%3Dba%252Caps%252C283%26sr%3D8-182-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,Multipurpose Backpack Bag - Cosmus Madison 33L waterproof Bag With laptop compartment,"1,375",4.2 out of 5 stars,"2,119", Large multi-compartment backpack with a padded sleeve for laptops Holds up to 15 inches Laptop; Made in India. Water Resistance PU Coated Durable Fabric with padded back section for comfortable carry; Number of compartments: 2; Number of pockets:2 with 2 Side mash pocket   Closure Type: Zipper; Style Name: Daypack Backpacks; Lining Description: Polyurethane; Pattern Name: Solid; Pocket Description: Utility Pocket   Warranty Description: Warranty: 1 Year Warranty Against Manufacturing Defects.; Water Resistance Level: Water Resistant; Age Range Description: Adult  ,n/a, Large multi-compartment backpack with a padded sleeve for laptops Holds up to 15 inches Laptop; Made in India. Water Resistance PU Coated Durable Fabric with padded back section for comfortable carry; Number of compartments: 2; Number of pockets:2 with 2 Side mash pocket   Closure Type: Zipper; Style Name: Daypack Backpacks; Lining Description: Polyurethane; Pattern Name: Solid; Pocket Description: Utility Pocket   Warranty Description: Warranty: 1 Year Warranty Against Manufacturing Defects.; Water Resistance Level: Water Resistant; Age Range Description: Adult  , COSMUS 
https://www.amazon.in/AirCase-C34-Laptop-Backpack-Women/dp/B07QL8633G/ref=sr_1_177?crid=2M096C61O4MLT&keywords=bags&qid=1668885637&qu=eyJxc2MiOiI4LjA0IiwicXNhIjoiOC4wNiIsInFzcCI6IjYuNzgifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-177,AirCase 13 Inch/ 14 Inch/15.6 Inch Premium Vegan Leather Laptop Backpack for Men & Women,999,4.0 out of 5 stars,"1,508"," Innovative Design: AirCase Laptop Backpack is made of Premium Vegan Leather for your 15.6 Inch Laptop. This Laptop Backpack has 2 Front Pocket and 2 Main Compartment for Laptop, Tablet and other Main compartment for wallets dairy, clothes, etc. There is two way Cortical Tail Zipper with leather pull tail, Fashionable and Novel, keeping up with the current trend.   Large Storage: There is 2 Main Compartment One for 15.6 inch Laptop, Tablet with a secure Velcro closure and other for main compartment for your other belonging like Cloth, Wallet, Book, Diary, etc. There is also 2 front zipper pocket for Mobile, Charger, Power Adapter, Cable, Power Bank, Keys etc.convenient to carry at school college office travelling for students boys girls   Light weight & Durable: It is made of Premium Vegan Leather for 15.6 inch laptop. Ruggedized water-resistant base helps to protect from the elements. Water Resistant Base which protect your belonging from getting wet. waterproof latest smart stylish spacious rucksack luggage tourist travel bagpack.   Shoulder Straps: Breathable Mesh Padding at back which is design for back relief and shoulder straps for extra comfort with adjustable side straps for a better fit.   Specifications:- Work with -15.6"" Laptops and Under, CAPACITY- 22L, DIMENSIONS – 46-cm X 29-cm X 19-cm, WEIGHT - 0.58 kg, WARRANTY – 1 Year under Manufacturing Defect Only.  ",B07QL8633G," Innovative Design: AirCase Laptop Backpack is made of Premium Vegan Leather for your 15.6 Inch Laptop. This Laptop Backpack has 2 Front Pocket and 2 Main Compartment for Laptop, Tablet and other Main compartment for wallets dairy, clothes, etc. There is two way Cortical Tail Zipper with leather pull tail, Fashionable and Novel, keeping up with the current trend.   Large Storage: There is 2 Main Compartment One for 15.6 inch Laptop, Tablet with a secure Velcro closure and other for main compartment for your other belonging like Cloth, Wallet, Book, Diary, etc. There is also 2 front zipper pocket for Mobile, Charger, Power Adapter, Cable, Power Bank, Keys etc.convenient to carry at school college office travelling for students boys girls   Light weight & Durable: It is made of Premium Vegan Leather for 15.6 inch laptop. Ruggedized water-resistant base helps to protect from the elements. Water Resistant Base which protect your belonging from getting wet. waterproof latest smart stylish spacious rucksack luggage tourist travel bagpack.   Shoulder Straps: Breathable Mesh Padding at back which is design for back relief and shoulder straps for extra comfort with adjustable side straps for a better fit.   Specifications:- Work with -15.6"" Laptops and Under, CAPACITY- 22L, DIMENSIONS – 46-cm X 29-cm X 19-cm, WEIGHT - 0.58 kg, WARRANTY – 1 Year under Manufacturing Defect Only.  ", AirCase 
https://www.amazon.in/YuvKuz-TM-Infocus-Digitizer-Assembly/dp/B07MXNWTB2/ref=sr_1_178?crid=2M096C61O4MLT&keywords=bags&qid=1668885637&qu=eyJxc2MiOiI4LjA0IiwicXNhIjoiOC4wNiIsInFzcCI6IjYuNzgifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-178,Lavie Women's Nova Tote Bag | Ladies Purse Handbag,"1,099",4.2 out of 5 stars,"6,951"," Closure: Zipper   Lavie Malnov tote is a stylish offering for ladies. It is durable, light weight and super spacious. Made from vegan leather, this large hand bag comes in Herringbone, Woven and Croco texture pattern at the front.   Woven Texture- 45 cm in length x 12 cm in width x 35 cm in height   Malnov hand bag has a top zip closure for safety and comfort. The interior has 2 slip pockets along with 1 zip pocket providing plenty of storage space for keeping phone, portable charger, keys, hairbrush, wallet, sunglasses, sanitizer and a pair of clothes.   This latest tote is perfect for women to carry for a weekend getaway or even a day at the mall for shopping. It can be paired with formal pants & blazer as well as with a basic crop top and jeans. This spacious and sturdy bag makes for a perfect gift for all your occasions.   The bag has a well stitched inner lining and high quality zippers for easy accessibility and storage.  ",B07MXNWTB2, This trendy Red tote from Lavie is an absolute necessity. It has a woven pattern for a twigged Indian appeal. Fuse it with your favourite denims and heels. , Lavie 
https://www.amazon.in/Storite-Grocery-Shopping-Reinforced-40x20x33-cm/dp/B079T66RBW/ref=sr_1_179?crid=2M096C61O4MLT&keywords=bags&qid=1668885637&qu=eyJxc2MiOiI4LjA0IiwicXNhIjoiOC4wNiIsInFzcCI6IjYuNzgifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-179,"Storite Pack of 2 Heavy Duty Canvas Grocery Shopping Bags with Reinforced Handles (40x20x33-cm, Green)",529,4.3 out of 5 stars,"2,040"," You will receive 2 quantity of green canvas strong bag for this order. Size :LxWxH : 40x20x33 cm.Liter Size :26.40 L. Dual reinforced handles to bottom of the bag for extra durability & thick bottom insert for extra strength to endure the heaviest loads while grocery shopping   Durable - made from heavy duty material, with handles being easily washable and made to last   Perfect size for family size trips to grocery store, great for bulky items since our bags fit up of milk bags when shopping for groceries. placing order.(Please Note : This bag is Medium size Please Check Dimension Before Placing Order)   Convenient - bags stand upright and stay open while you pack and unpack groceries, comes with convenient hanging loop for shopping and grocery store checkout lines - perfect for hanging outside for milk bag. making these the perfect bags for groceries and shopping   Long lasting, extra-large multipurpose reusable tote bags with a foldable, collapsible, lightweight design making storage and organisation easy and accessible. 1 Year Warranty  ",B079T66RBW," You will receive 2 quantity of green canvas strong bag for this order. Size :LxWxH : 40x20x33 cm.Liter Size :26.40 L. Dual reinforced handles to bottom of the bag for extra durability & thick bottom insert for extra strength to endure the heaviest loads while grocery shopping   Durable - made from heavy duty material, with handles being easily washable and made to last   Perfect size for family size trips to grocery store, great for bulky items since our bags fit up of milk bags when shopping for groceries. placing order.(Please Note : This bag is Medium size Please Check Dimension Before Placing Order)   Convenient - bags stand upright and stay open while you pack and unpack groceries, comes with convenient hanging loop for shopping and grocery store checkout lines - perfect for hanging outside for milk bag. making these the perfect bags for groceries and shopping   Long lasting, extra-large multipurpose reusable tote bags with a foldable, collapsible, lightweight design making storage and organisation easy and accessible. 1 Year Warranty  ", Storite 
https://www.amazon.in/Wildcraft-Green-Casual-Backpack-11650-Green/dp/B079DV66TY/ref=sr_1_180?crid=2M096C61O4MLT&keywords=bags&qid=1668885637&qu=eyJxc2MiOiI4LjA0IiwicXNhIjoiOC4wNiIsInFzcCI6IjYuNzgifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-180,Wildcraft 29.5 Ltrs Green Casual Backpack (11650-Green),932,4.3 out of 5 stars,272," Outer Material: Polyester, Color: Green   Capacity: 29.5 liters; Dimensions: 7.5 inches x 13 inches x 18.5 inches (LxWxH)   Number of compartments: 2   Warranty type: Manufacturer; 5 years manufacturer warranty is non-transferable and valid for 5 years from the original date of purchase  ",B079DV66TY," Two compartments for better organisation, quick-grab haul loop, side pocket for carrying a bottle, padded back system for better back support, padded shoulder straps for comfort and ease of carrying. ", Wildcraft
https://www.amazon.in/Caprese-Womens-Tote-bag-Brown/dp/B09FT3MW7L/ref=sr_1_181?crid=2M096C61O4MLT&keywords=bags&qid=1668885637&qu=eyJxc2MiOiI4LjA0IiwicXNhIjoiOC4wNiIsInFzcCI6IjYuNzgifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-181,Caprese Women's Tote Bag (Brown),"1,390",4.3 out of 5 stars,100, Package Contents: 1 Tote   Material: Faux Leather; Closure: Secure Top Zip Closure   Dimensions In cm (L x H x W): 47*57*17   Color: Brown  ,B09FT3MW7L," Handbag made of super premium croc texture with ample space to store all essentials, 3 compartments with 1 internal zippered center divider compartment. Comfortable flat shoulder handles with easy access back zipper pocket and secure top zip closure. Inspired by a pristine little island off the italian shores, caprese's world of fashion truly reflects the design language of its muse: the isle of capri. A country that has, for centuries, been synonymous with the future of women’s fashion, echoing with an unblemished, free spirit. ", Caprese 
https://www.amazon.in/Skybags-Unisex-Gucci-Fabric-Laptop/dp/B0B21W762F/ref=sr_1_182?crid=2M096C61O4MLT&keywords=bags&qid=1668885637&qu=eyJxc2MiOiI4LjA0IiwicXNhIjoiOC4wNiIsInFzcCI6IjYuNzgifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-182,Skybags Unisex Grey Gucci Fabric 31L Laptop Bags,"1,769",3.6 out of 5 stars,3, Ideal for a college student who needs to carry a lot of books & laptop to college. Very stylish and feature loaded Extra Large size college backpack that can accommodate everything  ,B0B21W762F, Ideal for a college student who needs to carry a lot of books & laptop to college. Very stylish and feature loaded Extra Large size college backpack that can accommodate everything , Skybags 
https://www.amazon.in/Gear-Polyester-Laptop-Backpack-LBPECO1000109/dp/B012NW1H1I/ref=sr_1_183?crid=2M096C61O4MLT&keywords=bags&qid=1668885637&qu=eyJxc2MiOiI4LjA0IiwicXNhIjoiOC4wNiIsInFzcCI6IjYuNzgifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-183,Gear ECO 1 Black Orange Red Laptop Backpack,809,4.3 out of 5 stars,"1,293"," Outer Material: Polyester, Color: Jet Black   Capacity: 24 liters; Weight: 584 grams; Dimensions: 46 cms x 33 cms x 16 cms (LxWxH)   Number of Compartments: 3   Bottle holder mesh   Embedded organizer   Heavily padded laptop sleeve fits upto 16 inches   Padded grab handle and bartacked load points  ",B012NW1H1I," Outer Material: Polyester, Color: Jet Black   Capacity: 24 liters; Weight: 584 grams; Dimensions: 46 cms x 33 cms x 16 cms (LxWxH)   Number of Compartments: 3   Bottle holder mesh   Embedded organizer   Heavily padded laptop sleeve fits upto 16 inches   Padded grab handle and bartacked load points  ", Gear
https://www.amazon.in/WILD-MODA-Womens-Shoulder-Turquoise/dp/B099PLT91X/ref=sr_1_184?crid=2M096C61O4MLT&keywords=bags&qid=1668885637&qu=eyJxc2MiOiI4LjA0IiwicXNhIjoiOC4wNiIsInFzcCI6IjYuNzgifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-184,"WILD MODA Women's Shoulder Bag, Set of 1",849,4.3 out of 5 stars,"3,049"," Material: Premium Quality Water Proof Polyester Material; Dimensions: Length: 35, Width: 18: Height: 27 cm   Closure: Zip; Strap Type: Shoulder; 3 Compartments and 6 Pockets   Warranty: 6 months domestic warranty on manufacturing defects; Care Instructions: Do not expose to extreme heat   Included Components: Messenger Bag; Inner Material Type: Satin   Department Name: Womens; Age Range Description: Adult; Occasion Type: Casual  ",B099PLT91X," Material: Premium Quality Water Proof Polyester Material; Dimensions: Length: 35, Width: 18: Height: 27 cm   Closure: Zip; Strap Type: Shoulder; 3 Compartments and 6 Pockets   Warranty: 6 months domestic warranty on manufacturing defects; Care Instructions: Do not expose to extreme heat   Included Components: Messenger Bag; Inner Material Type: Satin   Department Name: Womens; Age Range Description: Adult; Occasion Type: Casual  ", WILD MODA 
https://www.amazon.in/Amazon-Brand-Solimo-Badminton-Rapid/dp/B08J8G5N3K/ref=sr_1_185?crid=2M096C61O4MLT&keywords=bags&qid=1668885637&qu=eyJxc2MiOiI4LjA0IiwicXNhIjoiOC4wNiIsInFzcCI6IjYuNzgifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-185,"Amazon Brand - Solimo Badminton Kit Bag, Rapid, Red",699,4.1 out of 5 stars,76," Badminton Kit Bag for storing and carrying around racquet sets and other related essentials   Made using water-resistant polyester fabric on the outside and polyester fabric on the inside   High-quality zipper tested for 500 cycles offers smooth opening and closing action   Has undergone 19 product tests to ensure sturdiness and durability   Consists of two compartments that spaciously accommodate two sets of racquets   Comprises additional space for carrying shuttlecock, bottle, pair of clothes, keys, and more   Ideal for keeping racquet sets, water bottle, pair of clothing, keys, shuttlecock, and other such items  ",B08J8G5N3K," Store and carry your badminton gear without any hassle with the Solimo Badminton Kit Bag, Rapid. The outside of the badminton kit bag is manufactured using water-repellent polyester fabric, while the inside is made using polyester fabric. The badminton kit bag undergoes nineteen product tests to ensure sturdiness, durability, and the bag's quality. For secure opening and closing, this red-hued badminton kit bag is equipped with a high-quality zipper tested for 500 cycles. The Solimo Badminton Kit Bag, Rapid, has two compartments that spaciously accommodate two sets of racquets, and additional space for storing shuttlecock, bottle, extra clothing, and more. Comprising ample space, the badminton kit bag is the perfect choice for keeping your badminton gear such as racquet sets, water bottle, pair of clothes, shoes, keys, shuttlecock, fitness items like bands, grips, and other such things. The provision of the sturdy shoulder and hand straps allow you to carry the bag effortlessly, wherever you go. ", Amazon Brand - Solimo
https://www.amazon.in/Blowzy-Bags-Leather-Shoulder-Messenger/dp/B08M25YYRR/ref=sr_1_186?crid=2M096C61O4MLT&keywords=bags&qid=1668885637&qu=eyJxc2MiOiI4LjA0IiwicXNhIjoiOC4wNiIsInFzcCI6IjYuNzgifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-186,Blowzy Bags PU Leather 15.6 inch Laptop Shoulder Messenger Sling Office Bag for Men & Women (Tan),998,4.0 out of 5 stars,837," Laptop Bag - Material: PU Leather , Color : Tan , Dimensions: 40 x 30 x 8 cm; Elegant look and high quality PU leather Ultra-soft felt, Long Lasting durable fabric With Zipper Closure and handle.   Laptop Briefcase - Compartments : 1 Main zipper compartment for laptop with 1 inner zipper pocket & 1 Pocket on front and 1 Pocket on Rear side for other accessories   The messenger bag features a detachable wide shoulder strap that eliminates shoulder fatigue. The bag can be carried by the handle, worn on shoulders, and positioned across body.   This office laptop bag fits laptops up to 15.6 inches. Ideal for Professionals/Office going Men & Women. Slim, compact in size suitable for carrying business as well as day to day items like tablet, laptop, charger, phone, battery bank, pen, diary, visiting cards, keys etc.   Outer Material Type: Faux Leather  ",B08M25YYRR, Pu Leather 15.6 inch Laptop Messenger Sling Office Shoulder Travel Organizer Briefcase Bag for Men & Women - 40 x 30 x 8 cm , Blowzy Bags 
https://www.amazon.in/Lenovo-GX40Q17226-15-6-Inch-Casual-Backpack/dp/B075Y7H8V6/ref=sr_1_187?crid=2M096C61O4MLT&keywords=bags&qid=1668885637&qu=eyJxc2MiOiI4LjA0IiwicXNhIjoiOC4wNiIsInFzcCI6IjYuNzgifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-187,Lenovo Casual Laptop Backpack B210 39.62 cm (15.6-inch) Water Repellent Blue,"1,049",4.2 out of 5 stars,"50,025"," “COMPATIBLE WITH 15.6 INCH LAPTOP”: The Lenovo B210 Backpack fits up to 15.6 inch laptop. Fits Up To (L x D x H) 255 x 22 x 362 mm (10.0 x 0.8 x 14.2 in)   “HIGH QUALITY, DURABLE AND WATER REPELLANT FABRIC”: This backpack features in durable snow yarn polyester fabric and streamlined design with a padded interior to protect notebooks and important items   ""CONVENIENT TRAVEL"" Adjustable shoulder strap and padded laptop compartment together with a quilted back panel make it comfortable for all-day use.   “CONVENIENTLY PLACED PADDED LAPTOP COMPARTMENTS AND POCKETS: The padded interior helps protect notebooks and important items. Quick access zippered front pocket for added storage. A quilted back panel make it comfortable for all-day use.   ""HIGH QUALITY, CASUAL YET STYLISH DESIGN"": very attractive and perfect for school, travel and outdoor activities. The perfect backpack for those needing stylish all-day protection for their laptop   There might be minor color variation between actual product and image shown on screen due to lighting on the photography   “IN-THE-BOX”: 15.6-inch Backpack   Country of Origin: China  ",B075Y7H8V6," “COMPATIBLE WITH 15.6 INCH LAPTOP”: The Lenovo B210 Backpack fits up to 15.6 inch laptop. Fits Up To (L x D x H) 255 x 22 x 362 mm (10.0 x 0.8 x 14.2 in)   “HIGH QUALITY, DURABLE AND WATER REPELLANT FABRIC”: This backpack features in durable snow yarn polyester fabric and streamlined design with a padded interior to protect notebooks and important items   ""CONVENIENT TRAVEL"" Adjustable shoulder strap and padded laptop compartment together with a quilted back panel make it comfortable for all-day use.   “CONVENIENTLY PLACED PADDED LAPTOP COMPARTMENTS AND POCKETS: The padded interior helps protect notebooks and important items. Quick access zippered front pocket for added storage. A quilted back panel make it comfortable for all-day use.   ""HIGH QUALITY, CASUAL YET STYLISH DESIGN"": very attractive and perfect for school, travel and outdoor activities. The perfect backpack for those needing stylish all-day protection for their laptop   There might be minor color variation between actual product and image shown on screen due to lighting on the photography   “IN-THE-BOX”: 15.6-inch Backpack   Country of Origin: China  ", Lenovo 
https://www.amazon.in/Gear-Classic-Casual-Backpack-BKPCAMPS80304/dp/B019FBEJCO/ref=sr_1_188?crid=2M096C61O4MLT&keywords=bags&qid=1668885637&qu=eyJxc2MiOiI4LjA0IiwicXNhIjoiOC4wNiIsInFzcCI6IjYuNzgifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-188,Gear Campus8 25L Water Resistant School Bag/Backpack/College Bag for Men/Women - Green Grey,699,4.1 out of 5 stars,"1,066"," Outer Material: Polyester, Inner Material: Suede, Color: Green and Grey   Scratch Resistant: Wear resistant, Water resistance: Water resistant; Dimensions: 38 cms x 16 cms x 45 cms (LxWxH)   Number of compartments: 2   Shoulder Strap Drop: 36 cm   Two wide-access main compartments with internal file separator and non-padded sleeve, one additional front pocket, embedded organizer, reinforced grab handle and bartacked load points, double pullers for main compartments, padded anti-sweat shoulder straps, padded back panel and base and Water resistant fabrics   Zippered wide access   Two Wide-Access Main Compartments With Internal File Separartor / Non-Padded Sleeve  ",B019FBEJCO," Intuitively crafted at the Gear Design Studio to balance comfort, style, endurance and functionality. ", Gear
https://www.amazon.in/Wildcraft-Turnaround-Polyester-Laptop-8903340000000/dp/B012D4QWES/ref=sr_1_189?crid=2M096C61O4MLT&keywords=bags&qid=1668885637&qu=eyJxc2MiOiI4LjA0IiwicXNhIjoiOC4wNiIsInFzcCI6IjYuNzgifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-189,Wildcraft Turnaround Polyester 14 inch 27 Ltrs Blue Laptop Bag (8903340000000),"1,438",4.3 out of 5 stars,"3,072"," Outer Material: Polyester, Color: Blue   Water Resistance: Water resistant; Dimensions: 36 cms x 13 cms x 50 cms (LxWxH)   Number of compartments: 3   Laptop Compatible: Fits up to 15.4 laptop   Light Weight   Note : Laptop compartment has no strap  ",B012D4QWES, The durable Peza workpack is designed for travel enthusiasts. It perfectly organizes your belongings and comes with a specially designed padded back system for enhanced carrying comfort. Laptop Compatible: Fits up to 15.4 laptop ; Quick-access side mesh pocket ; Ventex back system allows ventilation and better airflow. , Wildcraft
https://www.amazon.in/AirCase-C25-Messenger-Shoulder-Compartments/dp/B07X6DV3VM/ref=sr_1_190?crid=2M096C61O4MLT&keywords=bags&qid=1668885637&qu=eyJxc2MiOiI4LjA0IiwicXNhIjoiOC4wNiIsInFzcCI6IjYuNzgifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-190,"AirCase Office Messenger Sling Bag fits upto 15.6"" Laptop/Macbook, Detachable Shoulder Strap, Waterproof, Shockproof, Carry Handle with Spacious Pockets, For Men & Women, Blue- with Warranty",949,4.0 out of 5 stars,"1,906"," INNOVATIVE DESIGN: Utility of a Messenger Bag with Convenience of a Laptop Sleeve. The all new Informal is a versatile semi-formal laptop bag handcrafted to accommodate all your professional belongings. Material of Laptop Messenger Bag is Premium Canvas which is waterproof, YKK Zippers and Comfortable shoulder strap and grabs handles.   SPACIOUS: 2 compartments for up to a 15” laptop or tablet, hard disk, file, notebook, cheque book and other documents. 3 internal open pockets for a mobile phone, charger or a power bank and other utilities. 1 quick-access vertical zipper in the front.   TRAVEL FRIENDLY: The bag is made of soft and environmentally friendly materials with reinforced edges and good padding of the main compartment offer well protection for your laptop.   COMPATIBLE for all the major brands of 15.6"" Laptops   MADE IN INDIA with 1 Yr Warranty  ",B07X6DV3VM," INNOVATIVE DESIGN: Utility of a Messenger Bag with Convenience of a Laptop Sleeve. The all new Informal is a versatile semi-formal laptop bag handcrafted to accommodate all your professional belongings. Material of Laptop Messenger Bag is Premium Canvas which is waterproof, YKK Zippers and Comfortable shoulder strap and grabs handles.   SPACIOUS: 2 compartments for up to a 15” laptop or tablet, hard disk, file, notebook, cheque book and other documents. 3 internal open pockets for a mobile phone, charger or a power bank and other utilities. 1 quick-access vertical zipper in the front.   TRAVEL FRIENDLY: The bag is made of soft and environmentally friendly materials with reinforced edges and good padding of the main compartment offer well protection for your laptop.   COMPATIBLE for all the major brands of 15.6"" Laptops   MADE IN INDIA with 1 Yr Warranty  ", AirCase 
https://www.amazon.in/SIDRUM-Shoulder-Adjustable-Compatible-Mirrorless/dp/B09P74TZY8/ref=sr_1_191?crid=2M096C61O4MLT&keywords=bags&qid=1668885637&qu=eyJxc2MiOiI4LjA0IiwicXNhIjoiOC4wNiIsInFzcCI6IjYuNzgifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-191,"SIDRUM WF-18 DSLR/SLR Camera Shoulder Bag Case with Adjustable Shoulder Strap & Rain Cover, Compatible for Nikon, Canon, Sony Mirrorless Cameras - Waterproof - Breathable - Anti Shock (Orange-Black)",664,4.5 out of 5 stars,581," External Size (LxWxH): 250x150x200 mm, Internal Size (LxWxH): 230x110x180 mm   Accommodates all Entry Level & Mid Range Digital SLR Cameras with 18-55mm Lens attached + 55 to 250mm lens + Charger & cable , filter , Memory card and other accessories.Waterproof Rain Cover is included for Hustle-free outdoor activities.   back zipper pocket for keys, cards, chargers and other storage; Inner compartment zipper net bag for SD card box, filter cloth, or cleaning kit storage.Two side net pockets. Adjustable shoulder carrying strap.   Polyurethane coating super nylon Water shield Material. With inside detachable divider to adjust the inside space for camera, lens and accessories.   Package Includes: 1*waterproof Camera Case Bag 1*Shoulder Strap 1*Rain Cover 1*Spacer Pad  ",B09P74TZY8," Polyurethane coating super nylon Water shield Material. With inside detachable divider to adjust the inside space for camera, lens and accessories. ", SIDRUM 
https://www.amazon.in/Kuber-Industries-Parachute-Travel-CTKTC8858/dp/B07SR43QP4/ref=sr_1_192?crid=2M096C61O4MLT&keywords=bags&qid=1668885637&qu=eyJxc2MiOiI4LjA0IiwicXNhIjoiOC4wNiIsInFzcCI6IjYuNzgifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-192,Kuber Industries Parachute Travel Duffle Bag (Black) -CTKTC8858,577,4.0 out of 5 stars,224," PACKAGE CONTAIN: 1 Piece Travel Duffle Bag   MATERIAL: Parachute, COLOR: Black   PRODUCT DIMENSION: 45 X 27 X 25 CM   MULTIFUNCTIONAL: This Foldable duffel bag can hold a multitude of items, including clothing, bedding such a sleeping bags and ground pads, workout gear, baby playpens, groceries, and much more. It’s also perfect for equipment that is used in sports and recreational activities like hockey, baseball, boating, fishing, paintball, and skiing. The smaller exterior pockets can accommodate toiletries, shoes, electronics, travel documents, toys, etc.   DURABLE/WATER RESISTANT DUFFEL BAG: Kuber Industries water resistant duffel bag is made out of high quality canvas fabric.The high-density canvas won't rip or tear when you put a lot of things in the duffel tote.And the quality solid zinc-alloy hardware won’t gather rust easily. The premium quality ensure the long lasting durability.  ",B07SR43QP4," PACKAGE CONTAIN: 1 Piece Travel Duffle Bag   MATERIAL: Parachute, COLOR: Black   PRODUCT DIMENSION: 45 X 27 X 25 CM   MULTIFUNCTIONAL: This Foldable duffel bag can hold a multitude of items, including clothing, bedding such a sleeping bags and ground pads, workout gear, baby playpens, groceries, and much more. It’s also perfect for equipment that is used in sports and recreational activities like hockey, baseball, boating, fishing, paintball, and skiing. The smaller exterior pockets can accommodate toiletries, shoes, electronics, travel documents, toys, etc.   DURABLE/WATER RESISTANT DUFFEL BAG: Kuber Industries water resistant duffel bag is made out of high quality canvas fabric.The high-density canvas won't rip or tear when you put a lot of things in the duffel tote.And the quality solid zinc-alloy hardware won’t gather rust easily. The premium quality ensure the long lasting durability.  ", Kuber Industries 
